,T_P proba
boydwoo_str_m1_o11_o15_pcu_sym_102,1.0
OTARIL_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No332,1.0
VEJYIT_FSR,1.0
boydwoo_str_m1_o11_o15_pcu_sym_59,1.0
VUWTAL_FSR,1.0
MOF-5_cooh_2_81_1,1.0
TONPOD_FSR,1.0
core_ARAHIM01_freeONLY,1.0
ESEDAJ_FSR,1.0
boydwoo_str_m3_o4_o21_pcu_sym_261,1.0
tobacco_srsb_sym_3_mc_0_sym_3_on_0_L_5,1.0
boydwoo_str_m1_o10_o18_pcu_sym_4,1.0
gmof_Al2O6-AZO_B-BDC_B_No74,1.0
gmof_AlO6-ADC_A_No18,1.0
boydwoo_str_m3_o17_o27_pcu_sym_180,1.0
boydwoo_str_m5_Al_o21_o26_sra_sym_34,1.0
boydwoo_str_m3_o4_o26_pcu_sym_14,1.0
YENTUJ_FSR,1.0
CUPSOW_FSR,1.0
UFOLIN_FSR,1.0
gmof_AlO6-mofHTB_No8,1.0
VUNPOL_FSR,1.0
boydwoo_str_m3_o4_o5_pcu_sym_48,1.0
VUWWES_FSR,1.0
boydwoo_str_m3_o13_o27_pcu_sym_206,1.0
boydwoo_str_m3_o1_o18_pcu_sym_120,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No605,1.0
NIMGOH_FSR,1.0
boydwoo_str_m1_o14_o22_pcu_sym_220,1.0
gmof_Zn2O8N2-AZO_A-irmof14_A_No394,1.0
boydwoo_str_m5_Al_o13_o19_sra_sym_9,1.0
core_GITVEL01_freeONLY,1.0
boydwoo_str_m1_o4_o7_pcu_sym_156,1.0
KOPHOO_FSR,1.0
boydwoo_str_m1_o13_o21_pcu_sym_260,1.0
boydwoo_str_m3_o1_o14_nbo_sym_203,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No381,1.0
UHAXUW_FSR,1.0
boydwoo_str_m3_o6_o18_pcu_sym_245,1.0
core_OYIVOI_freeONLY,1.0
boydwoo_str_m4_Al_o6_o25_acs_sym_48,1.0
boydwoo_str_m3_o16_o18_pcu_sym_137,1.0
boydwoo_str_m3_o18_o27_pcu_sym_135,1.0
boydwoo_str_m3_o13_o28_pcu_sym_149,1.0
boydwoo_str_m3_o1_o24_nbo_sym_275,1.0
boydwoo_str_m3_o26_o27_pcu_sym_57,1.0
boydwoo_str_m3_o6_o28_pcu_sym_140,1.0
boydwoo_str_m5_Al_o20_o25_sra_sym_48,1.0
IWENOO_FSR,1.0
BEMKOW_FSR,1.0
MOYPAS_FSR,1.0
boydwoo_str_m3_o7_o16_pcu_sym_118,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No597,1.0
RICREB_FSR,1.0
RUZCEW_FSR,1.0
core_LAZKUU_freeONLY,1.0
gmof_AlO6-AZO_A_No12,1.0
boydwoo_str_m5_Al_o6_o23_sra_sym_114,1.0
boydwoo_str_m4_Al_o13_o21_acs_sym_138,1.0
gmof_AlO6-mofHTB_No3,1.0
NOHBUJ_FSR,1.0
gmof_AlO6-mofHTB_No10,1.0
WAGKEX_FSR,1.0
boydwoo_str_m7_Zn_o11_o22_bcu_sym_35,1.0
core_LUDVIP_freeONLY,1.0
FIDXIC_FSR,1.0
boydwoo_str_m1_o5_o17_pcu_sym_88,1.0
boydwoo_str_m3_o16_o26_pcu_sym_169,1.0
NARREG_FSR,1.0
boydwoo_str_m3_o3_o7_pcu_sym_52,1.0
boydwoo_str_m3_o6_o9_pcu_sym_108,1.0
tobacco_srsb_sym_3_on_0_sym_3_mc_0_L_6,1.0
gmof_CuN4-SiF6-BDC_No3,1.0
boydwoo_str_m3_o2_o8_pcu_sym_118,1.0
gmof_AlO6-ADC_A_No8,1.0
MICNES_FSR,1.0
core_PIZHOX_freeONLY,1.0
boydwoo_str_m5_Al_o18_o23_sra_sym_51,1.0
boydwoo_str_m3_o18_o28_pcu_sym_234,1.0
boydwoo_str_m1_o21_o21_pcu_sym_253,1.0
gmof_Al2O6-AZO_B-DPAC_B_No209,1.0
POLDIE_FSR,1.0
QIDDAI02_FSR,1.0
gmof_Al2O6-ADC_B-DPAC_B_No328,1.0
boydwoo_str_m1_o12_o21_pcu_sym_81,1.0
AFEYUI_FSR,1.0
ALUKUO_FSR,1.0
SINSUG_FSR,1.0
boydwoo_str_m3_o21_o21_pcu_sym_47,1.0
gmof_Zn2O8N2-DPAC_A-irmof14_A_No856,1.0
LEPKUN01_FSR,0.8354254319845165
boydwoo_str_m3_o2_o8_pcu_sym_211,1.0
OTOZII_FSR,1.0
GUJTIP_FSR,1.0
COZMEM_FSR,1.0
boydwoo_str_m3_o23_o27_pcu_sym_59,1.0
PURSAX_FSR,1.0
core_AFIXAO_freeONLY,1.0
gmof_Al2O6-AZO_B-irmof7_B_No569,1.0
boydwoo_str_m5_Al_o17_o19_sra_sym_7,1.0
KAXKAY_FSR,1.0
DIMCAF_FSR,1.0
gmof_Al2O6-irmof10_B-irmof20_B_No233,1.0
ETUZEY_FSR,1.0
boydwoo_str_m5_Al_o1_o13_sra_sym_84,1.0
gmof_ZnN4-SiF6-DPAC_No17,1.0
gmof_Al2O6-BDC_B-DPAC_B_No97,1.0
NIMVUC_FSR,1.0
gmof_AlO6-mof177-N_No10,1.0
boydwoo_str_m3_o1_o22_nbo_sym_213,1.0
core_IZUVUV_freeONLY,1.0
XIDZAN_FSR,1.0
boydwoo_str_m3_o17_o20_pcu_sym_216,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No151,1.0
boydwoo_str_m4_Al_o2_o6_acs_sym_26,1.0
WUVJII_FSR,1.0
RUYTOW_FSR,1.0
boydwoo_str_m3_o6_o10_pcu_sym_106,1.0
boydwoo_str_m3_o4_o21_pcu_sym_118,1.0
YOXDAR01_FSR,1.0
boydwoo_str_m3_o2_o11_pcu_sym_129,1.0
BUBPOF_FSR,1.0
gmof_Al2O6-BDC_B-irmof7_B_No268,1.0
core_BUSRUE_freeONLY,1.0
boydwoo_str_m7_Zn_o20_o20_bcu_sym_2,1.0
tobacco_srsb_sym_3_on_0_sym_3_mc_0_L_5,1.0
FAQTUO_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof7_A_No1145,1.0
IXOPAO_FSR,1.0
gmof_Uio66Zr-irmof10_A-irmof12_A_No2,1.0
boydwoo_str_m5_Al_o7_o25_sra_sym_24,1.0
boydwoo_str_m1_o14_o27_pcu_sym_101,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No730,1.0
MOF-5_cooh_2_567_1,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No412,1.0
HIFVUO_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No253,1.0
tobacco_srsb_sym_3_on_1_sym_3_mc_0_L_13,1.0
KOPZOG_FSR,1.0
boydwoo_str_m3_o12_o24_pcu_sym_121,1.0
gmof_Al2O6-AZO_B-irmof7_B_No770,1.0
gmof_AlO6-mof177_No13,1.0
boydwoo_str_m1_o10_o10_pcu_sym_204,1.0
boydwoo_str_m5_Al_o19_o23_sra_sym_88,1.0
boydwoo_str_m3_o4_o29_pcu_sym_66,1.0
boydwoo_str_m5_Al_o2_o13_sra_sym_11,1.0
JOJHUM01_FSR,1.0
gmof_AlO6-pcn6_A_No4,1.0
boydwoo_str_m1_o13_o16_pcu_sym_3,1.0
gmof_AlO6-pcn6_B_No17,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No216,1.0
JOJJAU_FSR,1.0
boydwoo_str_m5_Al_o13_o22_sra_sym_83,1.0
FIQYOV_FSR,1.0
TOYXEN_FSR,1.0
boydwoo_str_m3_o3_o26_pcu_sym_116,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No21,1.0
gmof_Zn2O8N2-ADC_A-irmof14_A_No307,1.0
gmof_Al2O6-DPAC_B-irmof6_B_No4,1.0
AJAQUY_FSR,1.0
gmof_Al2O6-BDC_B-DPAC_B_No219,1.0
boydwoo_str_m3_o1_o26_pcu_sym_210,1.0
boydwoo_str_m3_o4_o28_pcu_sym_260,1.0
DAVJOB_FSR,1.0
boydwoo_str_m1_o10_o16_pcu_sym_111,1.0
boydwoo_str_m5_Al_o8_o16_sra_sym_54,1.0
tobacco_SR_cut_v1-8c_Zr_1_Ch_v2-3c_triazine_Ch_1B_4H_Ch_2x2x2,1.0
boydwoo_str_m5_Al_o6_o17_sra_sym_58,1.0
VOYLOM_FSR,1.0
ECIHIK_FSR,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No175,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No690,1.0
FENBUY_FSR,1.0
boydwoo_str_m5_Al_o17_o23_sra_sym_4,1.0
boydwoo_str_m4_Al_o2_o6_acs_sym_96,1.0
